Price,Close,High,Low,Open,Volume
2025-11-24,58.84000015258789,59.060001373291016,57.41999816894531,58.04999923706055,238138
2025-11-25,57.95000076293945,58.959999084472656,57.099998474121094,58.88999938964844,334442
2025-11-26,58.650001525878906,58.720001220703125,57.65999984741211,58.04999923706055,228285
2025-11-28,58.54999923706055,59.63999938964844,58.27000045776367,58.58000183105469,153758
2025-12-01,59.31999969482422,59.970001220703125,58.83000183105469,58.959999084472656,232770
2025-12-02,58.63999938964844,59.66999816894531,58.279998779296875,59.52000045776367,255513
2025-12-03,58.95000076293945,59.63999938964844,58.369998931884766,58.650001525878906,260974
2025-12-04,59.66999816894531,60.02000045776367,58.810001373291016,59.09000015258789,264993
2025-12-05,60.08000183105469,60.5,59.41999816894531,59.70000076293945,255075
2025-12-08,58.880001068115234,60.29999923706055,58.68000030517578,60.150001525878906,263009
2025-12-09,58.25,59.16999816894531,58.119998931884766,58.869998931884766,260206
2025-12-10,58.459999084472656,59.04999923706055,57.65999984741211,58.369998931884766,256508
2025-12-11,57.599998474121094,58.939998626708984,57.0099983215332,58.90999984741211,286808
2025-12-12,57.439998626708984,58.189998626708984,57.150001525878906,57.88999938964844,212806
2025-12-15,56.81999969482422,57.79999923706055,56.400001525878906,57.5,229310
2025-12-16,55.27000045776367,56.70000076293945,54.97999954223633,56.68000030517578,230933
2025-12-17,55.939998626708984,56.97999954223633,55.20000076293945,55.22999954223633,125608
2025-12-18,56.150001525878906,57.029998779296875,55.880001068115234,56.900001525878906,85735
2025-12-19,56.65999984741211,56.900001525878906,55.81999969482422,56.029998779296875,209264
2025-12-22,58.0099983215332,58.130001068115234,56.599998474121094,56.630001068115234,221576
2025-12-23,58.380001068115234,58.560001373291016,57.7400016784668,57.95000076293945,183633
2025-12-24,58.349998474121094,58.75,58.130001068115234,58.470001220703125,111762
2025-12-26,56.7400016784668,58.880001068115234,56.650001525878906,58.349998474121094,166669
2025-12-29,58.08000183105469,58.29999923706055,56.90999984741211,57.040000915527344,178590
2025-12-30,57.95000076293945,58.470001220703125,57.599998474121094,57.810001373291016,143802
2025-12-31,57.41999816894531,58.54999923706055,57.20000076293945,57.95000076293945,157160
2026-01-02,57.31999969482422,57.93000030517578,56.599998474121094,57.40999984741211,189503
2026-01-05,58.31999969482422,58.5099983215332,56.310001373291016,57.470001220703125,301483
2026-01-06,57.130001068115234,58.869998931884766,56.84000015258789,58.34000015258789,292067
2026-01-07,55.9900016784668,57.16999816894531,55.7599983215332,57.0,383128
2026-01-08,57.7599983215332,58.7400016784668,55.970001220703125,56.41999816894531,334134
2026-01-09,59.119998931884766,59.77000045776367,57.61000061035156,58.400001525878906,360309
2026-01-12,59.5,59.90999984741211,58.45000076293945,59.0,309700
2026-01-13,61.150001525878906,61.5,59.470001220703125,59.95000076293945,411190
2026-01-14,62.02000045776367,62.36000061035156,59.189998626708984,61.119998931884766,410261
2026-01-15,59.189998626708984,61.13999938964844,58.880001068115234,61.060001373291016,113642
2026-01-16,59.439998626708984,60.18000030517578,58.939998626708984,59.2599983215332,113794
2026-01-20,60.34000015258789,60.68000030517578,58.70000076293945,59.0099983215332,499595
2026-01-21,60.619998931884766,60.88999938964844,59.220001220703125,59.56999969482422,333062
2026-01-22,59.36000061035156,60.81999969482422,58.959999084472656,60.68000030517578,324349
2026-01-23,61.06999969482422,61.36000061035156,59.52000045776367,59.65999984741211,283419
2026-01-26,60.630001068115234,61.709999084472656,60.31999969482422,61.220001220703125,281062
2026-01-27,62.38999938964844,62.630001068115234,60.13999938964844,60.779998779296875,360208
2026-01-28,63.209999084472656,63.56999969482422,62.06999969482422,62.58000183105469,354864
2026-01-29,65.41999816894531,66.4800033569336,63.279998779296875,63.5,560007
2026-01-30,65.20999908447266,66.11000061035156,63.63999938964844,65.5199966430664,449325
2026-02-02,62.13999938964844,64.73999786376953,61.38999938964844,64.72000122070312,414083
2026-02-03,63.209999084472656,64.20999908447266,61.119998931884766,62.279998779296875,381144
2026-02-04,65.13999938964844,65.52999877929688,62.86000061035156,63.79999923706055,446588
2026-02-05,63.290000915527344,64.66999816894531,62.650001525878906,64.48999786376953,389763
2026-02-06,63.54999923706055,64.58000183105469,62.20000076293945,63.099998474121094,448924
2026-02-09,64.36000061035156,64.87999725341797,62.619998931884766,62.9900016784668,298005
2026-02-10,63.959999084472656,64.70999908447266,63.650001525878906,64.44000244140625,276292
2026-02-11,64.62999725341797,65.83000183105469,64.1500015258789,64.19999694824219,340194
2026-02-12,62.84000015258789,65.0999984741211,62.38999938964844,64.87000274658203,369303
2026-02-13,62.88999938964844,63.2599983215332,62.13999938964844,62.9900016784668,255793
2026-02-17,62.33000183105469,64.13999938964844,61.869998931884766,63.29999923706055,328727
2026-02-18,65.19000244140625,65.55999755859375,62.119998931884766,62.29999923706055,115379
2026-02-19,66.43000030517578,66.9000015258789,64.87999725341797,65.0999984741211,113408
2026-02-20,66.38999938964844,67.05000305175781,65.94000244140625,66.66999816894531,351351
2026-02-23,66.30999755859375,67.27999877929688,65.37999725341797,65.88999938964844,270365
2026-02-24,65.62999725341797,67.1500015258789,65.55000305175781,66.30999755859375,312124
2026-02-25,65.41999816894531,66.5999984741211,65.12000274658203,66.06999969482422,306780
2026-02-26,65.20999908447266,66.70999908447266,63.599998474121094,65.6500015258789,498542
2026-02-27,67.0199966430664,67.83000183105469,64.8499984741211,65.3499984741211,437053
2026-03-02,71.2300033569336,75.33000183105469,69.19999694824219,75.0,881329
2026-03-03,74.55999755859375,77.9800033569336,70.41000366210938,71.2300033569336,1009753
2026-03-04,74.66000366210938,77.2300033569336,73.27999877929688,74.73999786376953,617822
2026-03-05,81.01000213623047,82.16000366210938,74.97000122070312,76.1500015258789,707030
2026-03-06,90.9000015258789,92.61000061035156,78.23999786376953,79.08000183105469,707030
